url,product_id,category
https://www.amazon.com/dp/B09NY8P1S3/ref=zg_bs_toys-and-games_11/147-1102269-1485954?pd_rd_i=B09CHMJMS6&psc=1,B09NY8P1S3,"{'name': 'toys-and-games', 'url': 'https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/'}"
